Prompt,air_temperature,fault_detection,power_consumption,process_efficiency,process_temperature,rotational_speed,summary,system_load,tool_wear,torque
What is the latest recorded torque value?,0,0,0,0,0,0,0,0,0,1
What is the latest recorded torque value?,0,0,0,0,0,0,0,0,0,1
What is the latest recorded torque value?,0,0,0,0,0,0,0,0,0,1
What is the latest recorded torque value?,0,0,0,0,0,0,0,0,0,1
What is the latest recorded torque value?,0,0,0,0,0,0,0,0,0,1
What is the latest recorded torque value?,0,0,0,0,0,0,0,0,0,1
What is the latest recorded torque value?,0,0,0,0,0,0,0,0,0,1
What is the latest recorded torque value?,0,0,0,0,0,0,0,0,0,1
What is the latest recorded torque value?,0,0,0,0,0,0,0,0,0,1
What is the latest recorded torque value?,0,0,0,0,0,0,0,0,0,1
What is the latest recorded torque value?,0,0,0,0,0,0,0,0,0,1
What is the latest recorded torque value?,0,0,0,0,0,0,0,0,0,1
What is the latest recorded torque value?,0,0,0,0,0,0,0,0,0,1
What is the latest recorded torque value?,0,0,0,0,0,0,0,0,0,1
What is the latest recorded torque value?,0,0,0,0,0,0,0,0,0,1
What is the latest recorded torque value?,0,0,0,0,0,0,0,0,0,1
What is the latest recorded torque value?,0,0,0,0,0,0,0,0,0,1
What is the latest recorded torque value?,0,0,0,0,0,0,0,0,0,1
What is the latest recorded torque value?,0,0,0,0,0,0,0,0,0,1
What is the latest recorded torque value?,0,0,0,0,0,0,0,0,0,1
What is the latest recorded torque value?,0,0,0,0,0,0,0,0,0,1
What is the latest recorded torque value?,0,0,0,0,0,0,0,0,0,1
What is the latest recorded torque value?,0,0,0,0,0,0,0,0,0,1
What is the latest recorded torque value?,0,0,0,0,0,0,0,0,0,1
What is the latest recorded torque value?,0,0,0,0,0,0,0,0,0,1
What is the latest recorded torque value?,0,0,0,0,0,0,0,0,0,1
What is the latest recorded torque value?,0,0,0,0,0,0,0,0,0,1
What is the latest recorded torque value?,0,0,0,0,0,0,0,0,0,1
What is the latest recorded torque value?,0,0,0,0,0,0,0,0,0,1
What is the latest recorded torque value?,0,0,0,0,0,0,0,0,0,1
What is the latest recorded torque value?,0,0,0,0,0,0,0,0,0,1
What is the latest recorded torque value?,0,0,0,0,0,0,0,0,0,1
What is the latest recorded torque value?,0,0,0,0,0,0,0,0,0,1
What is the latest recorded torque value?,0,0,0,0,0,0,0,0,0,1
What is the latest recorded torque value?,0,0,0,0,0,0,0,0,0,1
What is the latest recorded torque value?,0,0,0,0,0,0,0,0,0,1
What is the average air_temperature?,1,0,0,0,0,0,0,0,0,0
Calculate the average air_temperature.,1,0,0,0,0,0,0,0,0,0
Find the average air_temperature.,1,0,0,0,0,0,0,0,0,0
Determine the average air_temperature.,1,0,0,0,0,0,0,0,0,0
Show me the average air_temperature.,1,0,0,0,0,0,0,0,0,0
Give me the average air_temperature.,1,0,0,0,0,0,0,0,0,0
Provide the average air_temperature.,1,0,0,0,0,0,0,0,0,0
What is the maximum air_temperature?,1,0,0,0,0,0,0,0,0,0
Calculate the maximum air_temperature.,1,0,0,0,0,0,0,0,0,0
Find the maximum air_temperature.,1,0,0,0,0,0,0,0,0,0
Determine the maximum air_temperature.,1,0,0,0,0,0,0,0,0,0
Show me the maximum air_temperature.,1,0,0,0,0,0,0,0,0,0
Give me the maximum air_temperature.,1,0,0,0,0,0,0,0,0,0
Provide the maximum air_temperature.,1,0,0,0,0,0,0,0,0,0
What is the minimum air_temperature?,1,0,0,0,0,0,0,0,0,0
Calculate the minimum air_temperature.,1,0,0,0,0,0,0,0,0,0
Find the minimum air_temperature.,1,0,0,0,0,0,0,0,0,0
Determine the minimum air_temperature.,1,0,0,0,0,0,0,0,0,0
Show me the minimum air_temperature.,1,0,0,0,0,0,0,0,0,0
Give me the minimum air_temperature.,1,0,0,0,0,0,0,0,0,0
Provide the minimum air_temperature.,1,0,0,0,0,0,0,0,0,0
What is the latest air_temperature?,1,0,0,0,0,0,0,0,0,0
Calculate the latest air_temperature.,1,0,0,0,0,0,0,0,0,0
Find the latest air_temperature.,1,0,0,0,0,0,0,0,0,0
Determine the latest air_temperature.,1,0,0,0,0,0,0,0,0,0
Show me the latest air_temperature.,1,0,0,0,0,0,0,0,0,0
Give me the latest air_temperature.,1,0,0,0,0,0,0,0,0,0
Provide the latest air_temperature.,1,0,0,0,0,0,0,0,0,0
What is the trend air_temperature?,1,0,0,0,0,0,0,0,0,0
Calculate the trend air_temperature.,1,0,0,0,0,0,0,0,0,0
Find the trend air_temperature.,1,0,0,0,0,0,0,0,0,0
Determine the trend air_temperature.,1,0,0,0,0,0,0,0,0,0
Show me the trend air_temperature.,1,0,0,0,0,0,0,0,0,0
Give me the trend air_temperature.,1,0,0,0,0,0,0,0,0,0
Provide the trend air_temperature.,1,0,0,0,0,0,0,0,0,0
What is the average power_consumption?,0,0,1,0,0,0,0,0,0,0
Calculate the average power_consumption.,0,0,1,0,0,0,0,0,0,0
Find the average power_consumption.,0,0,1,0,0,0,0,0,0,0
Determine the average power_consumption.,0,0,1,0,0,0,0,0,0,0
Show me the average power_consumption.,0,0,1,0,0,0,0,0,0,0
Give me the average power_consumption.,0,0,1,0,0,0,0,0,0,0
Provide the average power_consumption.,0,0,1,0,0,0,0,0,0,0
What is the maximum power_consumption?,0,0,1,0,0,0,0,0,0,0
Calculate the maximum power_consumption.,0,0,1,0,0,0,0,0,0,0
Find the maximum power_consumption.,0,0,1,0,0,0,0,0,0,0
Determine the maximum power_consumption.,0,0,1,0,0,0,0,0,0,0
Show me the maximum power_consumption.,0,0,1,0,0,0,0,0,0,0
Give me the maximum power_consumption.,0,0,1,0,0,0,0,0,0,0
Provide the maximum power_consumption.,0,0,1,0,0,0,0,0,0,0
What is the minimum power_consumption?,0,0,1,0,0,0,0,0,0,0
Calculate the minimum power_consumption.,0,0,1,0,0,0,0,0,0,0
Find the minimum power_consumption.,0,0,1,0,0,0,0,0,0,0
Determine the minimum power_consumption.,0,0,1,0,0,0,0,0,0,0
Show me the minimum power_consumption.,0,0,1,0,0,0,0,0,0,0
Give me the minimum power_consumption.,0,0,1,0,0,0,0,0,0,0
Provide the minimum power_consumption.,0,0,1,0,0,0,0,0,0,0
What is the latest power_consumption?,0,0,1,0,0,0,0,0,0,0
Calculate the latest power_consumption.,0,0,1,0,0,0,0,0,0,0
Find the latest power_consumption.,0,0,1,0,0,0,0,0,0,0
Determine the latest power_consumption.,0,0,1,0,0,0,0,0,0,0
Show me the latest power_consumption.,0,0,1,0,0,0,0,0,0,0
Give me the latest power_consumption.,0,0,1,0,0,0,0,0,0,0
Provide the latest power_consumption.,0,0,1,0,0,0,0,0,0,0
What is the trend power_consumption?,0,0,1,0,0,0,0,0,0,0
Calculate the trend power_consumption.,0,0,1,0,0,0,0,0,0,0
Find the trend power_consumption.,0,0,1,0,0,0,0,0,0,0
Determine the trend power_consumption.,0,0,1,0,0,0,0,0,0,0
Show me the trend power_consumption.,0,0,1,0,0,0,0,0,0,0
Give me the trend power_consumption.,0,0,1,0,0,0,0,0,0,0
Provide the trend power_consumption.,0,0,1,0,0,0,0,0,0,0
What is the average process_temperature?,0,0,0,0,1,0,0,0,0,0
Calculate the average process_temperature.,0,0,0,0,1,0,0,0,0,0
Find the average process_temperature.,0,0,0,0,1,0,0,0,0,0
Determine the average process_temperature.,0,0,0,0,1,0,0,0,0,0
Show me the average process_temperature.,0,0,0,0,1,0,0,0,0,0
Give me the average process_temperature.,0,0,0,0,1,0,0,0,0,0
Provide the average process_temperature.,0,0,0,0,1,0,0,0,0,0
What is the maximum process_temperature?,0,0,0,0,1,0,0,0,0,0
Calculate the maximum process_temperature.,0,0,0,0,1,0,0,0,0,0
Find the maximum process_temperature.,0,0,0,0,1,0,0,0,0,0
Determine the maximum process_temperature.,0,0,0,0,1,0,0,0,0,0
Show me the maximum process_temperature.,0,0,0,0,1,0,0,0,0,0
Give me the maximum process_temperature.,0,0,0,0,1,0,0,0,0,0
Provide the maximum process_temperature.,0,0,0,0,1,0,0,0,0,0
What is the minimum process_temperature?,0,0,0,0,1,0,0,0,0,0
Calculate the minimum process_temperature.,0,0,0,0,1,0,0,0,0,0
Find the minimum process_temperature.,0,0,0,0,1,0,0,0,0,0
Determine the minimum process_temperature.,0,0,0,0,1,0,0,0,0,0
Show me the minimum process_temperature.,0,0,0,0,1,0,0,0,0,0
Give me the minimum process_temperature.,0,0,0,0,1,0,0,0,0,0
Provide the minimum process_temperature.,0,0,0,0,1,0,0,0,0,0
What is the latest process_temperature?,0,0,0,0,1,0,0,0,0,0
Calculate the latest process_temperature.,0,0,0,0,1,0,0,0,0,0
Find the latest process_temperature.,0,0,0,0,1,0,0,0,0,0
Determine the latest process_temperature.,0,0,0,0,1,0,0,0,0,0
Show me the latest process_temperature.,0,0,0,0,1,0,0,0,0,0
Give me the latest process_temperature.,0,0,0,0,1,0,0,0,0,0
Provide the latest process_temperature.,0,0,0,0,1,0,0,0,0,0
What is the trend process_temperature?,0,0,0,0,1,0,0,0,0,0
Calculate the trend process_temperature.,0,0,0,0,1,0,0,0,0,0
Find the trend process_temperature.,0,0,0,0,1,0,0,0,0,0
Determine the trend process_temperature.,0,0,0,0,1,0,0,0,0,0
Show me the trend process_temperature.,0,0,0,0,1,0,0,0,0,0
Give me the trend process_temperature.,0,0,0,0,1,0,0,0,0,0
Provide the trend process_temperature.,0,0,0,0,1,0,0,0,0,0
What is the average rotational_speed?,0,0,0,0,0,1,0,0,0,0
Calculate the average rotational_speed.,0,0,0,0,0,1,0,0,0,0
Find the average rotational_speed.,0,0,0,0,0,1,0,0,0,0
Determine the average rotational_speed.,0,0,0,0,0,1,0,0,0,0
Show me the average rotational_speed.,0,0,0,0,0,1,0,0,0,0
Give me the average rotational_speed.,0,0,0,0,0,1,0,0,0,0
Provide the average rotational_speed.,0,0,0,0,0,1,0,0,0,0
What is the maximum rotational_speed?,0,0,0,0,0,1,0,0,0,0
Calculate the maximum rotational_speed.,0,0,0,0,0,1,0,0,0,0
Find the maximum rotational_speed.,0,0,0,0,0,1,0,0,0,0
Determine the maximum rotational_speed.,0,0,0,0,0,1,0,0,0,0
Show me the maximum rotational_speed.,0,0,0,0,0,1,0,0,0,0
Give me the maximum rotational_speed.,0,0,0,0,0,1,0,0,0,0
Provide the maximum rotational_speed.,0,0,0,0,0,1,0,0,0,0
What is the minimum rotational_speed?,0,0,0,0,0,1,0,0,0,0
Calculate the minimum rotational_speed.,0,0,0,0,0,1,0,0,0,0
Find the minimum rotational_speed.,0,0,0,0,0,1,0,0,0,0
Determine the minimum rotational_speed.,0,0,0,0,0,1,0,0,0,0
Show me the minimum rotational_speed.,0,0,0,0,0,1,0,0,0,0
Give me the minimum rotational_speed.,0,0,0,0,0,1,0,0,0,0
Provide the minimum rotational_speed.,0,0,0,0,0,1,0,0,0,0
What is the latest rotational_speed?,0,0,0,0,0,1,0,0,0,0
Calculate the latest rotational_speed.,0,0,0,0,0,1,0,0,0,0
Find the latest rotational_speed.,0,0,0,0,0,1,0,0,0,0
Determine the latest rotational_speed.,0,0,0,0,0,1,0,0,0,0
Show me the latest rotational_speed.,0,0,0,0,0,1,0,0,0,0
Give me the latest rotational_speed.,0,0,0,0,0,1,0,0,0,0
Provide the latest rotational_speed.,0,0,0,0,0,1,0,0,0,0
What is the trend rotational_speed?,0,0,0,0,0,1,0,0,0,0
Calculate the trend rotational_speed.,0,0,0,0,0,1,0,0,0,0
Find the trend rotational_speed.,0,0,0,0,0,1,0,0,0,0
Determine the trend rotational_speed.,0,0,0,0,0,1,0,0,0,0
Show me the trend rotational_speed.,0,0,0,0,0,1,0,0,0,0
Give me the trend rotational_speed.,0,0,0,0,0,1,0,0,0,0
Provide the trend rotational_speed.,0,0,0,0,0,1,0,0,0,0
What is the average system_load?,0,0,0,0,0,0,0,1,0,0
Calculate the average system_load.,0,0,0,0,0,0,0,1,0,0
Find the average system_load.,0,0,0,0,0,0,0,1,0,0
Determine the average system_load.,0,0,0,0,0,0,0,1,0,0
Show me the average system_load.,0,0,0,0,0,0,0,1,0,0
Give me the average system_load.,0,0,0,0,0,0,0,1,0,0
Provide the average system_load.,0,0,0,0,0,0,0,1,0,0
What is the maximum system_load?,0,0,0,0,0,0,0,1,0,0
Calculate the maximum system_load.,0,0,0,0,0,0,0,1,0,0
Find the maximum system_load.,0,0,0,0,0,0,0,1,0,0
Determine the maximum system_load.,0,0,0,0,0,0,0,1,0,0
Show me the maximum system_load.,0,0,0,0,0,0,0,1,0,0
Give me the maximum system_load.,0,0,0,0,0,0,0,1,0,0
Provide the maximum system_load.,0,0,0,0,0,0,0,1,0,0
What is the minimum system_load?,0,0,0,0,0,0,0,1,0,0
Calculate the minimum system_load.,0,0,0,0,0,0,0,1,0,0
Find the minimum system_load.,0,0,0,0,0,0,0,1,0,0
Determine the minimum system_load.,0,0,0,0,0,0,0,1,0,0
Show me the minimum system_load.,0,0,0,0,0,0,0,1,0,0
Give me the minimum system_load.,0,0,0,0,0,0,0,1,0,0
Provide the minimum system_load.,0,0,0,0,0,0,0,1,0,0
What is the latest system_load?,0,0,0,0,0,0,0,1,0,0
Calculate the latest system_load.,0,0,0,0,0,0,0,1,0,0
Find the latest system_load.,0,0,0,0,0,0,0,1,0,0
Determine the latest system_load.,0,0,0,0,0,0,0,1,0,0
Show me the latest system_load.,0,0,0,0,0,0,0,1,0,0
Give me the latest system_load.,0,0,0,0,0,0,0,1,0,0
Provide the latest system_load.,0,0,0,0,0,0,0,1,0,0
What is the trend system_load?,0,0,0,0,0,0,0,1,0,0
Calculate the trend system_load.,0,0,0,0,0,0,0,1,0,0
Find the trend system_load.,0,0,0,0,0,0,0,1,0,0
Determine the trend system_load.,0,0,0,0,0,0,0,1,0,0
Show me the trend system_load.,0,0,0,0,0,0,0,1,0,0
Give me the trend system_load.,0,0,0,0,0,0,0,1,0,0
Provide the trend system_load.,0,0,0,0,0,0,0,1,0,0
What is the average torque?,0,0,0,0,0,0,0,0,0,1
Calculate the average torque.,0,0,0,0,0,0,0,0,0,1
Find the average torque.,0,0,0,0,0,0,0,0,0,1
Determine the average torque.,0,0,0,0,0,0,0,0,0,1
Show me the average torque.,0,0,0,0,0,0,0,0,0,1
Give me the average torque.,0,0,0,0,0,0,0,0,0,1
Provide the average torque.,0,0,0,0,0,0,0,0,0,1
What is the maximum torque?,0,0,0,0,0,0,0,0,0,1
Calculate the maximum torque.,0,0,0,0,0,0,0,0,0,1
Find the maximum torque.,0,0,0,0,0,0,0,0,0,1
Determine the maximum torque.,0,0,0,0,0,0,0,0,0,1
Show me the maximum torque.,0,0,0,0,0,0,0,0,0,1
Give me the maximum torque.,0,0,0,0,0,0,0,0,0,1
Provide the maximum torque.,0,0,0,0,0,0,0,0,0,1
What is the minimum torque?,0,0,0,0,0,0,0,0,0,1
Calculate the minimum torque.,0,0,0,0,0,0,0,0,0,1
Find the minimum torque.,0,0,0,0,0,0,0,0,0,1
Determine the minimum torque.,0,0,0,0,0,0,0,0,0,1
Show me the minimum torque.,0,0,0,0,0,0,0,0,0,1
Give me the minimum torque.,0,0,0,0,0,0,0,0,0,1
Provide the minimum torque.,0,0,0,0,0,0,0,0,0,1
What is the latest torque?,0,0,0,0,0,0,0,0,0,1
Calculate the latest torque.,0,0,0,0,0,0,0,0,0,1
Find the latest torque.,0,0,0,0,0,0,0,0,0,1
Determine the latest torque.,0,0,0,0,0,0,0,0,0,1
Show me the latest torque.,0,0,0,0,0,0,0,0,0,1
Give me the latest torque.,0,0,0,0,0,0,0,0,0,1
Provide the latest torque.,0,0,0,0,0,0,0,0,0,1
What is the trend torque?,0,0,0,0,0,0,0,0,0,1
Calculate the trend torque.,0,0,0,0,0,0,0,0,0,1
Find the trend torque.,0,0,0,0,0,0,0,0,0,1
Determine the trend torque.,0,0,0,0,0,0,0,0,0,1
Show me the trend torque.,0,0,0,0,0,0,0,0,0,1
Give me the trend torque.,0,0,0,0,0,0,0,0,0,1
Provide the trend torque.,0,0,0,0,0,0,0,0,0,1
What is the average tool_wear?,0,0,0,0,0,0,0,0,1,0
Calculate the average tool_wear.,0,0,0,0,0,0,0,0,1,0
Find the average tool_wear.,0,0,0,0,0,0,0,0,1,0
Determine the average tool_wear.,0,0,0,0,0,0,0,0,1,0
Show me the average tool_wear.,0,0,0,0,0,0,0,0,1,0
Give me the average tool_wear.,0,0,0,0,0,0,0,0,1,0
Provide the average tool_wear.,0,0,0,0,0,0,0,0,1,0
What is the maximum tool_wear?,0,0,0,0,0,0,0,0,1,0
Calculate the maximum tool_wear.,0,0,0,0,0,0,0,0,1,0
Find the maximum tool_wear.,0,0,0,0,0,0,0,0,1,0
Determine the maximum tool_wear.,0,0,0,0,0,0,0,0,1,0
Show me the maximum tool_wear.,0,0,0,0,0,0,0,0,1,0
Give me the maximum tool_wear.,0,0,0,0,0,0,0,0,1,0
Provide the maximum tool_wear.,0,0,0,0,0,0,0,0,1,0
What is the minimum tool_wear?,0,0,0,0,0,0,0,0,1,0
Calculate the minimum tool_wear.,0,0,0,0,0,0,0,0,1,0
Find the minimum tool_wear.,0,0,0,0,0,0,0,0,1,0
Determine the minimum tool_wear.,0,0,0,0,0,0,0,0,1,0
Show me the minimum tool_wear.,0,0,0,0,0,0,0,0,1,0
Give me the minimum tool_wear.,0,0,0,0,0,0,0,0,1,0
Provide the minimum tool_wear.,0,0,0,0,0,0,0,0,1,0
What is the latest tool_wear?,0,0,0,0,0,0,0,0,1,0
Calculate the latest tool_wear.,0,0,0,0,0,0,0,0,1,0
Find the latest tool_wear.,0,0,0,0,0,0,0,0,1,0
Determine the latest tool_wear.,0,0,0,0,0,0,0,0,1,0
Show me the latest tool_wear.,0,0,0,0,0,0,0,0,1,0
Give me the latest tool_wear.,0,0,0,0,0,0,0,0,1,0
Provide the latest tool_wear.,0,0,0,0,0,0,0,0,1,0
What is the trend tool_wear?,0,0,0,0,0,0,0,0,1,0
Calculate the trend tool_wear.,0,0,0,0,0,0,0,0,1,0
Find the trend tool_wear.,0,0,0,0,0,0,0,0,1,0
Determine the trend tool_wear.,0,0,0,0,0,0,0,0,1,0
Show me the trend tool_wear.,0,0,0,0,0,0,0,0,1,0
Give me the trend tool_wear.,0,0,0,0,0,0,0,0,1,0
Provide the trend tool_wear.,0,0,0,0,0,0,0,0,1,0
What is the average air_temperature and power_consumption?,1,0,1,0,0,0,0,0,0,0
Calculate the average air_temperature and power_consumption.,1,0,1,0,0,0,0,0,0,0
Find the average air_temperature and power_consumption.,1,0,1,0,0,0,0,0,0,0
Determine the average air_temperature and power_consumption.,1,0,1,0,0,0,0,0,0,0
Show me the average air_temperature and power_consumption.,1,0,1,0,0,0,0,0,0,0
Give me the average air_temperature and power_consumption.,1,0,1,0,0,0,0,0,0,0
Provide the average air_temperature and power_consumption.,1,0,1,0,0,0,0,0,0,0
